ano,sigla_uf,id_municipio,populacao
2017,RS,4323754.0,3422.0
2017,RS,4323770.0,2977.0
2017,RS,4323804.0,14650.0
2017,GO,5200050.0,8207.0
2017,GO,5200100.0,18775.0
2017,GO,5200134.0,22076.0
2017,GO,5200159.0,2564.0
2017,GO,5200175.0,5613.0
2017,GO,5200209.0,1967.0
2017,GO,5200258.0,195810.0
2017,GO,5200308.0,26770.0
2017,GO,5200506.0,2071.0
2017,GO,5200555.0,5784.0
2017,GO,5200605.0,7514.0
2017,GO,5200803.0,8645.0
2017,GO,5200829.0,3754.0
2017,GO,5200852.0,6018.0
2017,GO,5200902.0,3408.0
2017,GO,5201108.0,375142.0
2017,GO,5201207.0,1126.0
2017,GO,5201306.0,21746.0
2017,GO,5201405.0,542090.0
2017,GO,5201454.0,2517.0
2017,GO,5201504.0,4143.0
2017,GO,5201603.0,3731.0
2017,GO,5201702.0,19884.0
2017,GO,5201801.0,9765.0
2017,GO,5202155.0,7862.0
2017,GO,5202353.0,2957.0
2017,GO,5202502.0,9138.0
2017,GO,5202601.0,3422.0
2017,GO,5202809.0,2494.0
2017,GO,5203104.0,4677.0
2017,GO,5203203.0,10435.0
2017,GO,5203302.0,28514.0
2017,GO,5203401.0,8896.0
2017,GO,5203500.0,23998.0
2017,GO,5203559.0,9052.0
